93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,49,49,49,49,49,49,49,49,49,49,49,49,49,128,261,261,141,141,128,49,49,49,49,49,49,49,49,49,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93
149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,49,49,49,49,49,49,49,49,151,152,49,49,150,151,141,261,141,141,151,152,49,49,49,49,49,49,49,49,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153
172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,49,49,173,174,49,49,49,173,174,175,176,49,173,174,141,141,261,141,174,175,49,49,49,49,175,49,49,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,49,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176
195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,49,49,49,49,49,49,49,49,49,49,49,49,196,197,141,141,261,261,197,198,49,49,49,49,49,49,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199
93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,49,49,49,49,49,49,49,49,49,49,49,49,49,49,220,141,261,261,141,220,49,49,49,49,49,49,49,49,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93
93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,49,49,49,49,128,261,261,141,141,128,49,49,49,49,49,49,49,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93,93,127,128,129,93
149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,141,261,261,261,151,49,49,49,49,49,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153,149,150,151,152,153
172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,141,262,262,262,141,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176,172,173,174,175,176
195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,141,262,262,141,141,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199,195,196,197,198,199
93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,141,262,262,262,262,141,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93,93,219,220,221,93
